Time,Centre posn X,Centre posn Y,In top,In left,In right,In center
0:01:33.58,295,184,0,0,1,0
0:01:33.71,297,185,0,0,1,0
0:01:33.81,296,185,0,0,1,0
0:01:33.91,295,185,0,0,1,0
0:01:34.04,292,186,0,0,1,0
0:01:34.17,291,186,0,0,1,0
0:01:34.30,291,186,0,0,1,0
0:01:34.42,291,186,0,0,1,0
0:01:34.55,291,187,0,0,1,0
0:01:34.68,290,186,0,0,1,0
0:01:34.82,293,188,0,0,1,0
0:01:34.95,293,188,0,0,1,0
0:01:35.08,293,188,0,0,1,0
0:01:35.22,299,186,0,0,1,0
0:01:35.34,299,187,0,0,1,0
0:01:35.48,298,187,0,0,1,0
0:01:35.62,289,181,0,0,1,0
0:01:35.74,278,175,0,0,1,0
0:01:35.87,267,168,0,0,1,0
0:01:35.98,254,158,0,0,1,0
0:01:36.12,233,139,0,0,1,0
0:01:36.26,218,129,0,0,1,0
0:01:36.39,190,108,0,0,1,0
0:01:36.51,178,98,0,0,1,0
0:01:36.65,167,90,0,0,1,0
0:01:36.80,149,77,0,0,1,0
0:01:36.93,148,77,0,0,1,0
0:01:37.08,148,78,0,0,1,0
0:01:37.22,148,76,0,0,1,0
0:01:37.35,148,77,0,0,1,0
0:01:37.49,149,77,0,0,1,0
0:01:37.63,148,76,0,0,1,0
0:01:37.77,148,75,0,0,1,0
0:01:37.91,148,72,0,0,1,0
0:01:38.04,147,72,0,0,1,0
0:01:38.18,146,71,0,0,1,0
0:01:38.32,146,71,0,0,1,0
0:01:38.45,146,70,0,0,1,0
0:01:38.59,146,70,0,0,1,0
0:01:38.72,147,71,0,0,1,0
0:01:38.85,148,71,0,0,1,0
0:01:39.00,148,71,0,0,1,0
0:01:39.14,150,71,0,0,1,0
0:01:39.27,151,71,0,0,1,0
0:01:39.41,151,70,0,0,1,0
0:01:39.54,151,70,0,0,1,0
0:01:39.68,150,70,0,0,1,0
0:01:39.81,149,72,0,0,1,0
0:01:39.93,149,72,0,0,1,0
0:01:40.08,147,73,0,0,1,0
0:01:40.21,146,73,0,0,1,0
0:01:40.34,149,76,0,0,1,0
0:01:40.47,151,77,0,0,1,0
0:01:40.61,152,79,0,0,1,0
0:01:40.74,151,79,0,0,1,0
0:01:40.87,151,80,0,0,1,0
0:01:41.00,153,79,0,0,1,0
0:01:41.14,155,81,0,0,1,0
0:01:41.28,163,86,0,0,1,0
0:01:41.42,167,89,0,0,1,0
0:01:41.55,175,94,0,0,1,0
0:01:41.69,185,103,0,0,1,0
0:01:41.83,199,116,0,0,1,0
0:01:41.96,204,120,0,0,1,0
0:01:42.11,215,127,0,0,1,0
0:01:42.25,220,133,0,0,1,0
0:01:42.37,228,138,0,0,1,0
0:01:42.52,252,156,0,0,1,0
0:01:42.65,264,164,0,0,1,0
0:01:42.79,273,172,0,0,1,0
0:01:42.89,275,172,0,0,1,0
0:01:43.02,276,173,0,0,1,0
0:01:43.15,279,174,0,0,1,0
0:01:43.29,288,182,0,0,1,0
0:01:43.43,291,184,0,0,1,0
0:01:43.56,296,187,0,0,1,0
0:01:43.67,298,192,0,0,1,0
0:01:43.81,304,196,0,0,1,0
0:01:43.95,304,196,0,0,1,0
0:01:44.09,307,199,0,0,1,0
0:01:44.22,307,205,0,0,0,1
0:01:44.35,310,217,0,0,0,0
0:01:44.49,312,232,1,0,0,0
0:01:44.62,311,236,1,0,0,0
0:01:44.75,311,236,1,0,0,0
0:01:44.90,312,241,1,0,0,0
0:01:45.03,310,244,1,0,0,0
0:01:45.14,312,244,1,0,0,0
0:01:45.27,314,242,1,0,0,0
0:01:45.41,318,238,1,0,0,0
0:01:45.54,319,237,1,0,0,0
0:01:45.68,319,236,1,0,0,0
0:01:45.81,318,237,1,0,0,0
0:01:45.95,318,237,1,0,0,0
0:01:46.09,317,238,1,0,0,0
0:01:46.23,317,238,1,0,0,0
0:01:46.37,317,238,1,0,0,0
0:01:46.51,316,237,1,0,0,0
0:01:46.63,314,238,1,0,0,0
0:01:46.75,314,241,1,0,0,0
0:01:46.86,311,248,1,0,0,0
0:01:46.99,310,253,1,0,0,0
0:01:47.12,310,254,1,0,0,0
0:01:47.26,310,254,1,0,0,0
0:01:47.39,313,250,1,0,0,0
0:01:47.52,313,249,1,0,0,0
0:01:47.65,312,249,1,0,0,0
0:01:47.78,312,251,1,0,0,0
0:01:47.91,312,252,1,0,0,0
0:01:48.04,311,255,1,0,0,0
0:01:48.18,310,266,1,0,0,0
0:01:48.31,309,271,1,0,0,0
0:01:48.45,307,277,1,0,0,0
0:01:48.59,306,296,1,0,0,0
0:01:48.72,304,304,1,0,0,0
0:01:48.85,304,311,1,0,0,0
0:01:48.98,303,326,1,0,0,0
0:01:49.12,302,330,1,0,0,0
0:01:49.26,302,333,1,0,0,0
0:01:49.41,300,342,1,0,0,0
0:01:49.54,299,344,1,0,0,0
0:01:49.68,300,344,1,0,0,0
0:01:49.82,300,347,1,0,0,0
0:01:49.95,300,351,1,0,0,0
0:01:50.10,297,363,1,0,0,0
0:01:50.20,297,369,1,0,0,0
0:01:50.33,298,374,1,0,0,0
0:01:50.48,296,378,1,0,0,0
0:01:50.62,296,379,1,0,0,0
0:01:50.75,296,379,1,0,0,0
0:01:50.90,296,379,1,0,0,0
0:01:51.03,296,379,1,0,0,0
0:01:51.19,294,381,1,0,0,0
0:01:51.32,294,381,1,0,0,0
0:01:51.45,295,382,1,0,0,0
0:01:51.59,293,390,1,0,0,0
0:01:51.73,292,392,1,0,0,0
0:01:51.88,294,393,1,0,0,0
0:01:51.98,293,404,1,0,0,0
0:01:52.12,292,409,1,0,0,0
0:01:52.23,292,407,1,0,0,0
0:01:52.37,292,406,1,0,0,0
0:01:52.51,290,407,1,0,0,0
0:01:52.65,290,409,1,0,0,0
0:01:52.79,290,410,1,0,0,0
0:01:52.92,290,410,1,0,0,0
0:01:53.07,292,405,1,0,0,0
0:01:53.17,293,404,1,0,0,0
0:01:53.27,291,413,1,0,0,0
0:01:53.42,294,415,1,0,0,0
0:01:53.52,295,415,1,0,0,0
0:01:53.63,295,416,1,0,0,0
0:01:53.73,295,417,1,0,0,0
0:01:53.83,294,417,1,0,0,0
0:01:53.93,294,418,1,0,0,0
0:01:54.04,294,420,1,0,0,0
0:01:54.14,294,417,1,0,0,0
0:01:54.24,293,415,1,0,0,0
0:01:54.35,293,414,1,0,0,0
0:01:54.46,293,411,1,0,0,0
0:01:54.61,293,407,1,0,0,0
0:01:54.73,292,410,1,0,0,0
0:01:54.88,295,401,1,0,0,0
0:01:55.01,295,401,1,0,0,0
0:01:55.12,295,400,1,0,0,0
0:01:55.26,295,400,1,0,0,0
0:01:55.40,295,401,1,0,0,0
0:01:55.53,294,400,1,0,0,0
0:01:55.67,293,398,1,0,0,0
0:01:55.81,293,392,1,0,0,0
0:01:55.93,294,388,1,0,0,0
0:01:56.08,294,382,1,0,0,0
0:01:56.22,294,375,1,0,0,0
0:01:56.36,296,364,1,0,0,0
0:01:56.50,297,349,1,0,0,0
0:01:56.63,300,339,1,0,0,0
0:01:56.77,301,325,1,0,0,0
0:01:56.91,302,319,1,0,0,0
0:01:57.04,304,310,1,0,0,0
0:01:57.18,306,299,1,0,0,0
0:01:57.28,307,294,1,0,0,0
0:01:57.41,306,293,1,0,0,0
0:01:57.55,303,297,1,0,0,0
0:01:57.66,305,290,1,0,0,0
0:01:57.80,308,274,1,0,0,0
0:01:57.94,310,268,1,0,0,0
0:01:58.08,309,260,1,0,0,0
0:01:58.21,309,252,1,0,0,0
0:01:58.34,310,242,1,0,0,0
0:01:58.44,310,233,1,0,0,0
0:01:58.58,314,216,0,0,0,0
0:01:58.71,316,210,0,0,0,1
0:01:58.84,315,208,0,0,0,1
0:01:58.98,318,204,0,0,0,1
0:01:59.12,325,199,0,0,0,1
0:01:59.25,333,193,0,0,0,0
0:01:59.40,355,186,0,1,0,0
0:01:59.54,364,179,0,1,0,0
0:01:59.68,384,173,0,1,0,0
0:01:59.81,394,168,0,1,0,0
0:01:59.95,402,164,0,1,0,0
0:02:00.10,407,159,0,1,0,0
0:02:00.24,408,162,0,1,0,0
0:02:00.38,407,166,0,1,0,0
0:02:00.51,406,166,0,1,0,0
0:02:00.66,406,164,0,1,0,0
0:02:00.79,407,159,0,1,0,0
0:02:00.94,407,159,0,1,0,0
0:02:01.08,405,161,0,1,0,0
0:02:01.21,404,162,0,1,0,0
0:02:01.35,402,162,0,1,0,0
0:02:01.49,402,166,0,1,0,0
0:02:01.62,401,168,0,1,0,0
0:02:01.75,400,170,0,1,0,0
0:02:01.86,398,170,0,1,0,0
0:02:01.99,398,171,0,1,0,0
0:02:02.12,398,171,0,1,0,0
0:02:02.26,400,168,0,1,0,0
0:02:02.40,400,168,0,1,0,0
0:02:02.53,399,166,0,1,0,0
0:02:02.67,396,167,0,1,0,0
0:02:02.80,393,168,0,1,0,0
0:02:02.93,388,170,0,1,0,0
0:02:03.07,372,176,0,1,0,0
0:02:03.20,365,181,0,1,0,0
0:02:03.35,353,187,0,1,0,0
0:02:03.46,343,192,0,1,0,0
0:02:03.59,338,197,0,0,0,0
0:02:03.71,334,198,0,0,0,0
0:02:03.84,335,197,0,0,0,0
0:02:03.99,336,196,0,0,0,0
0:02:04.13,336,196,0,0,0,0
0:02:04.26,338,194,0,0,0,0
0:02:04.39,339,193,0,0,0,0
0:02:04.52,339,191,0,0,0,0
0:02:04.64,342,190,0,1,0,0
0:02:04.77,343,189,0,1,0,0
0:02:04.90,345,188,0,1,0,0
0:02:05.02,346,187,0,1,0,0
0:02:05.15,347,186,0,1,0,0
0:02:05.28,346,187,0,1,0,0
0:02:05.38,345,187,0,1,0,0
0:02:05.51,343,188,0,1,0,0
0:02:05.65,343,188,0,1,0,0
0:02:05.78,337,190,0,0,0,0
0:02:05.92,335,191,0,0,0,0
0:02:06.05,330,194,0,0,0,0
0:02:06.19,323,198,0,0,0,1
0:02:06.31,323,200,0,0,0,1
0:02:06.41,320,202,0,0,0,1
0:02:06.54,318,206,0,0,0,1
0:02:06.65,317,206,0,0,0,1
0:02:06.79,317,206,0,0,0,1
0:02:06.93,316,206,0,0,0,1
0:02:07.07,316,206,0,0,0,1
0:02:07.19,316,207,0,0,0,1
0:02:07.32,315,212,0,0,0,0
0:02:07.43,314,219,0,0,0,0
0:02:07.55,314,226,1,0,0,0
0:02:07.69,313,236,1,0,0,0
0:02:07.83,313,236,1,0,0,0
0:02:07.98,313,239,1,0,0,0
0:02:08.11,313,239,1,0,0,0
0:02:08.24,312,239,1,0,0,0
0:02:08.40,311,245,1,0,0,0
0:02:08.54,310,253,1,0,0,0
0:02:08.67,307,273,1,0,0,0
0:02:08.81,304,286,1,0,0,0
0:02:08.95,304,311,1,0,0,0
0:02:09.09,301,322,1,0,0,0
0:02:09.22,300,331,1,0,0,0
0:02:09.37,298,348,1,0,0,0
0:02:09.50,299,346,1,0,0,0
0:02:09.64,299,347,1,0,0,0
0:02:09.78,301,347,1,0,0,0
0:02:09.92,301,347,1,0,0,0
0:02:10.04,302,347,1,0,0,0
0:02:10.14,302,346,1,0,0,0
0:02:10.28,302,346,1,0,0,0
0:02:10.43,302,345,1,0,0,0
0:02:10.58,301,344,1,0,0,0
0:02:10.72,300,344,1,0,0,0
0:02:10.86,299,348,1,0,0,0
0:02:11.00,299,347,1,0,0,0
0:02:11.13,300,344,1,0,0,0
0:02:11.27,301,342,1,0,0,0
0:02:11.41,302,340,1,0,0,0
0:02:11.55,302,338,1,0,0,0
0:02:11.69,302,338,1,0,0,0
0:02:11.82,302,338,1,0,0,0
0:02:11.97,302,337,1,0,0,0
0:02:12.11,302,338,1,0,0,0
0:02:12.25,302,338,1,0,0,0
0:02:12.38,302,338,1,0,0,0
0:02:12.49,302,337,1,0,0,0
0:02:12.64,302,337,1,0,0,0
0:02:12.78,302,337,1,0,0,0
0:02:12.91,302,337,1,0,0,0
0:02:13.05,302,336,1,0,0,0
0:02:13.19,302,336,1,0,0,0
0:02:13.33,302,336,1,0,0,0
0:02:13.48,302,336,1,0,0,0
0:02:13.61,302,337,1,0,0,0
0:02:13.75,302,336,1,0,0,0
0:02:13.89,302,337,1,0,0,0
0:02:14.02,302,337,1,0,0,0
0:02:14.13,302,336,1,0,0,0
0:02:14.26,302,337,1,0,0,0
0:02:14.40,302,337,1,0,0,0
0:02:14.54,302,337,1,0,0,0
0:02:14.68,302,337,1,0,0,0
0:02:14.82,302,337,1,0,0,0
0:02:14.96,302,337,1,0,0,0
0:02:15.10,302,337,1,0,0,0
0:02:15.23,301,338,1,0,0,0
0:02:15.37,300,344,1,0,0,0
0:02:15.51,300,346,1,0,0,0
0:02:15.65,299,349,1,0,0,0
0:02:15.79,299,355,1,0,0,0
0:02:15.92,298,356,1,0,0,0
0:02:16.06,299,356,1,0,0,0
0:02:16.20,299,357,1,0,0,0
0:02:16.34,298,359,1,0,0,0
0:02:16.48,298,359,1,0,0,0
0:02:16.62,297,359,1,0,0,0
0:02:16.77,297,359,1,0,0,0
0:02:16.90,297,365,1,0,0,0
0:02:17.04,297,370,1,0,0,0
0:02:17.19,296,371,1,0,0,0
0:02:17.29,295,375,1,0,0,0
0:02:17.43,296,377,1,0,0,0
0:02:17.57,297,378,1,0,0,0
0:02:17.70,297,378,1,0,0,0
0:02:17.80,297,379,1,0,0,0
0:02:17.95,298,377,1,0,0,0
0:02:18.08,299,376,1,0,0,0
0:02:18.21,299,377,1,0,0,0
0:02:18.31,299,378,1,0,0,0
0:02:18.42,299,379,1,0,0,0
0:02:18.57,300,378,1,0,0,0
0:02:18.70,299,377,1,0,0,0
0:02:18.84,298,374,1,0,0,0
0:02:18.97,297,371,1,0,0,0
0:02:19.08,296,372,1,0,0,0
0:02:19.22,295,375,1,0,0,0
0:02:19.36,292,384,1,0,0,0
0:02:19.49,292,388,1,0,0,0
0:02:19.63,291,397,1,0,0,0
0:02:19.77,289,412,1,0,0,0
0:02:19.91,289,412,1,0,0,0
0:02:20.05,291,413,1,0,0,0
0:02:20.19,291,412,1,0,0,0
0:02:20.29,291,404,1,0,0,0
0:02:20.44,292,405,1,0,0,0
0:02:20.54,292,405,1,0,0,0
0:02:20.64,291,405,1,0,0,0
0:02:20.79,291,408,1,0,0,0
0:02:20.89,291,404,1,0,0,0
0:02:21.04,291,403,1,0,0,0
0:02:21.14,291,401,1,0,0,0
0:02:21.28,292,398,1,0,0,0
0:02:21.41,292,398,1,0,0,0
0:02:21.55,292,397,1,0,0,0
0:02:21.68,294,393,1,0,0,0
0:02:21.80,294,391,1,0,0,0
0:02:21.95,295,389,1,0,0,0
0:02:22.08,295,383,1,0,0,0
0:02:22.20,294,384,1,0,0,0
0:02:22.35,294,385,1,0,0,0
0:02:22.48,294,384,1,0,0,0
0:02:22.62,294,384,1,0,0,0
0:02:22.76,294,385,1,0,0,0
0:02:22.89,294,384,1,0,0,0
0:02:23.02,294,384,1,0,0,0
0:02:23.16,294,384,1,0,0,0
0:02:23.29,294,384,1,0,0,0
0:02:23.42,294,383,1,0,0,0
0:02:23.57,294,383,1,0,0,0
0:02:23.70,294,383,1,0,0,0
0:02:23.85,295,382,1,0,0,0
0:02:23.98,295,381,1,0,0,0
0:02:24.11,296,379,1,0,0,0
0:02:24.26,296,377,1,0,0,0
0:02:24.40,297,375,1,0,0,0
0:02:24.54,296,377,1,0,0,0
0:02:24.68,295,377,1,0,0,0
0:02:24.78,294,378,1,0,0,0
0:02:24.93,294,378,1,0,0,0
0:02:25.06,294,378,1,0,0,0
0:02:25.19,295,377,1,0,0,0
0:02:25.34,294,377,1,0,0,0
0:02:25.48,294,378,1,0,0,0
0:02:25.60,294,378,1,0,0,0
0:02:25.71,294,378,1,0,0,0
0:02:25.86,294,377,1,0,0,0
0:02:26.00,294,377,1,0,0,0
0:02:26.13,295,376,1,0,0,0
0:02:26.27,295,376,1,0,0,0
0:02:26.41,295,376,1,0,0,0
0:02:26.55,294,376,1,0,0,0
0:02:26.69,295,376,1,0,0,0
0:02:26.82,295,376,1,0,0,0
0:02:26.97,295,376,1,0,0,0
0:02:27.11,295,376,1,0,0,0
0:02:27.25,295,377,1,0,0,0
0:02:27.39,295,377,1,0,0,0
0:02:27.52,295,377,1,0,0,0
0:02:27.67,295,377,1,0,0,0
0:02:27.81,295,377,1,0,0,0
0:02:27.95,295,377,1,0,0,0
0:02:28.07,295,377,1,0,0,0
0:02:28.21,294,377,1,0,0,0
0:02:28.36,295,377,1,0,0,0
0:02:28.49,295,378,1,0,0,0
0:02:28.63,294,378,1,0,0,0
0:02:28.77,295,378,1,0,0,0
0:02:28.90,295,378,1,0,0,0
0:02:29.04,295,377,1,0,0,0
0:02:29.18,295,377,1,0,0,0
0:02:29.33,295,377,1,0,0,0
0:02:29.47,295,377,1,0,0,0
0:02:29.60,295,377,1,0,0,0
0:02:29.71,295,376,1,0,0,0
0:02:29.84,295,373,1,0,0,0
0:02:29.97,296,372,1,0,0,0
0:02:30.12,295,372,1,0,0,0
0:02:30.26,295,371,1,0,0,0
0:02:30.39,295,371,1,0,0,0
0:02:30.54,296,368,1,0,0,0
0:02:30.66,296,367,1,0,0,0
0:02:30.80,296,365,1,0,0,0
0:02:30.90,296,364,1,0,0,0
0:02:31.05,297,364,1,0,0,0
0:02:31.18,298,364,1,0,0,0
0:02:31.33,299,367,1,0,0,0
0:02:31.47,299,369,1,0,0,0
0:02:31.61,299,368,1,0,0,0
0:02:31.76,299,368,1,0,0,0
0:02:31.89,300,366,1,0,0,0
0:02:32.04,298,366,1,0,0,0
0:02:32.17,296,371,1,0,0,0
0:02:32.30,295,372,1,0,0,0
0:02:32.44,297,363,1,0,0,0
0:02:32.57,297,359,1,0,0,0
0:02:32.70,297,361,1,0,0,0
0:02:32.84,296,363,1,0,0,0
0:02:32.98,295,363,1,0,0,0
0:02:33.08,295,364,1,0,0,0
0:02:33.22,295,364,1,0,0,0
0:02:33.36,296,363,1,0,0,0
0:02:33.50,296,364,1,0,0,0
0:02:33.64,296,362,1,0,0,0
0:02:33.79,297,361,1,0,0,0
0:02:33.93,297,361,1,0,0,0
0:02:34.06,297,359,1,0,0,0
0:02:34.20,298,354,1,0,0,0
0:02:34.33,299,344,1,0,0,0
0:02:34.46,299,340,1,0,0,0
0:02:34.59,300,333,1,0,0,0
0:02:34.73,302,308,1,0,0,0
0:02:34.86,302,296,1,0,0,0
0:02:35.00,306,280,1,0,0,0
0:02:35.13,308,254,1,0,0,0
0:02:35.27,310,242,1,0,0,0
0:02:35.39,310,233,1,0,0,0
0:02:35.53,312,232,1,0,0,0
0:02:35.65,313,233,1,0,0,0
0:02:35.79,313,235,1,0,0,0
0:02:35.93,314,236,1,0,0,0
0:02:36.07,316,234,1,0,0,0
0:02:36.20,319,233,1,0,0,0
0:02:36.31,319,233,1,0,0,0
0:02:36.42,319,233,1,0,0,0
0:02:36.56,320,232,1,0,0,0
0:02:36.66,319,233,1,0,0,0
0:02:36.82,320,232,1,0,0,0
0:02:36.93,319,235,1,0,0,0
0:02:37.04,319,235,1,0,0,0
0:02:37.16,319,234,1,0,0,0
0:02:37.26,319,234,1,0,0,0
0:02:37.40,319,234,1,0,0,0
0:02:37.52,316,239,1,0,0,0
0:02:37.62,316,240,1,0,0,0
0:02:37.76,315,240,1,0,0,0
0:02:37.87,313,233,1,0,0,0
0:02:38.00,312,222,1,0,0,0
0:02:38.14,308,201,0,0,1,0
0:02:38.27,303,193,0,0,1,0
0:02:38.41,298,187,0,0,1,0
0:02:38.51,285,179,0,0,1,0
0:02:38.65,264,164,0,0,1,0
0:02:38.79,256,159,0,0,1,0
0:02:38.93,248,152,0,0,1,0
0:02:39.07,246,151,0,0,1,0
0:02:39.17,240,147,0,0,1,0
0:02:39.31,232,140,0,0,1,0
0:02:39.45,225,136,0,0,1,0
0:02:39.58,226,136,0,0,1,0
0:02:39.72,230,137,0,0,1,0
0:02:39.86,230,137,0,0,1,0
0:02:40.00,229,137,0,0,1,0
0:02:40.10,228,136,0,0,1,0
0:02:40.24,223,133,0,0,1,0
0:02:40.39,220,131,0,0,1,0
0:02:40.52,212,126,0,0,1,0
0:02:40.66,212,125,0,0,1,0
0:02:40.79,211,123,0,0,1,0
0:02:40.91,212,124,0,0,1,0
0:02:41.05,211,124,0,0,1,0
0:02:41.19,212,124,0,0,1,0
0:02:41.34,212,122,0,0,1,0
0:02:41.48,212,121,0,0,1,0
0:02:41.62,212,123,0,0,1,0
0:02:41.75,212,125,0,0,1,0
0:02:41.88,212,126,0,0,1,0
0:02:42.02,212,125,0,0,1,0
0:02:42.16,213,126,0,0,1,0
0:02:42.30,212,126,0,0,1,0
0:02:42.44,211,125,0,0,1,0
0:02:42.56,211,125,0,0,1,0
0:02:42.71,211,125,0,0,1,0
0:02:42.84,211,125,0,0,1,0
0:02:42.97,211,125,0,0,1,0
0:02:43.12,212,126,0,0,1,0
0:02:43.25,212,125,0,0,1,0
0:02:43.39,211,125,0,0,1,0
0:02:43.52,211,125,0,0,1,0
0:02:43.66,211,126,0,0,1,0
0:02:43.79,212,126,0,0,1,0
0:02:43.89,212,126,0,0,1,0
0:02:44.03,212,126,0,0,1,0
0:02:44.16,212,126,0,0,1,0
0:02:44.30,212,126,0,0,1,0
0:02:44.43,212,126,0,0,1,0
0:02:44.56,211,125,0,0,1,0
0:02:44.70,212,126,0,0,1,0
0:02:44.84,212,126,0,0,1,0
0:02:44.94,212,126,0,0,1,0
0:02:45.07,211,125,0,0,1,0
0:02:45.21,208,123,0,0,1,0
0:02:45.34,207,123,0,0,1,0
0:02:45.47,207,122,0,0,1,0
0:02:45.62,207,122,0,0,1,0
0:02:45.75,207,122,0,0,1,0
0:02:45.88,206,122,0,0,1,0
0:02:46.00,207,122,0,0,1,0
0:02:46.16,206,121,0,0,1,0
0:02:46.30,206,121,0,0,1,0
0:02:46.44,209,122,0,0,1,0
0:02:46.57,209,122,0,0,1,0
0:02:46.72,210,122,0,0,1,0
0:02:46.85,209,121,0,0,1,0
0:02:46.99,208,121,0,0,1,0
0:02:47.09,205,120,0,0,1,0
0:02:47.23,203,119,0,0,1,0
0:02:47.36,203,118,0,0,1,0
0:02:47.50,202,117,0,0,1,0
0:02:47.64,203,119,0,0,1,0
0:02:47.76,203,119,0,0,1,0
0:02:47.89,203,119,0,0,1,0
0:02:47.99,202,118,0,0,1,0
0:02:48.13,203,118,0,0,1,0
0:02:48.27,204,119,0,0,1,0
0:02:48.41,205,119,0,0,1,0
0:02:48.54,205,119,0,0,1,0
0:02:48.68,206,120,0,0,1,0
0:02:48.83,206,120,0,0,1,0
0:02:48.96,206,121,0,0,1,0
0:02:49.10,206,122,0,0,1,0
0:02:49.24,207,122,0,0,1,0
0:02:49.37,207,122,0,0,1,0
0:02:49.51,203,120,0,0,1,0
0:02:49.64,202,119,0,0,1,0
0:02:49.78,202,119,0,0,1,0
0:02:49.92,202,119,0,0,1,0
0:02:50.05,202,119,0,0,1,0
0:02:50.19,202,119,0,0,1,0
0:02:50.33,200,117,0,0,1,0
0:02:50.47,197,115,0,0,1,0
0:02:50.61,196,113,0,0,1,0
0:02:50.74,194,112,0,0,1,0
0:02:50.87,194,112,0,0,1,0
0:02:51.01,194,113,0,0,1,0
0:02:51.15,194,113,0,0,1,0
0:02:51.29,194,113,0,0,1,0
0:02:51.43,194,113,0,0,1,0
0:02:51.56,194,113,0,0,1,0
0:02:51.70,194,113,0,0,1,0
0:02:51.83,194,114,0,0,1,0
0:02:51.97,195,114,0,0,1,0
0:02:52.08,194,113,0,0,1,0
0:02:52.23,192,112,0,0,1,0
0:02:52.36,186,108,0,0,1,0
0:02:52.49,183,104,0,0,1,0
0:02:52.63,165,92,0,0,1,0
0:02:52.76,154,84,0,0,1,0
0:02:52.90,144,75,0,0,1,0
0:02:53.01,146,76,0,0,1,0
0:02:53.14,142,74,0,0,1,0
0:02:53.27,139,71,0,0,1,0
0:02:53.37,139,71,0,0,1,0
0:02:53.52,141,70,0,0,1,0
0:02:53.66,140,69,0,0,1,0
0:02:53.80,133,64,0,0,1,0
0:02:53.92,132,64,0,0,1,0
0:02:54.06,133,64,0,0,1,0
0:02:54.16,133,65,0,0,1,0
0:02:54.28,133,65,0,0,1,0
0:02:54.42,133,64,0,0,1,0
0:02:54.56,133,65,0,0,1,0
0:02:54.68,133,65,0,0,1,0
0:02:54.82,135,65,0,0,1,0
0:02:54.95,134,64,0,0,1,0
0:02:55.09,134,64,0,0,1,0
0:02:55.23,132,62,0,0,1,0
0:02:55.35,131,62,0,0,1,0
0:02:55.49,132,62,0,0,1,0
0:02:55.62,132,62,0,0,1,0
0:02:55.75,132,62,0,0,1,0
0:02:55.89,132,62,0,0,1,0
0:02:56.03,134,64,0,0,1,0
0:02:56.16,138,68,0,0,1,0
0:02:56.29,140,73,0,0,1,0
0:02:56.42,139,73,0,0,1,0
0:02:56.55,139,73,0,0,1,0
0:02:56.69,140,73,0,0,1,0
0:02:56.83,143,73,0,0,1,0
0:02:56.95,144,73,0,0,1,0
0:02:57.08,145,72,0,0,1,0
0:02:57.22,148,76,0,0,1,0
0:02:57.35,151,79,0,0,1,0
0:02:57.48,158,84,0,0,1,0
0:02:57.61,178,100,0,0,1,0
0:02:57.75,188,108,0,0,1,0
0:02:57.89,205,122,0,0,1,0
0:02:58.03,218,130,0,0,1,0
0:02:58.13,233,140,0,0,1,0
0:02:58.26,246,151,0,0,1,0
0:02:58.40,267,167,0,0,1,0
0:02:58.54,278,175,0,0,1,0
0:02:58.67,286,181,0,0,1,0
0:02:58.80,294,187,0,0,1,0
0:02:58.93,294,186,0,0,1,0
0:02:59.07,294,187,0,0,1,0
0:02:59.21,310,194,0,0,1,0
0:02:59.34,326,195,0,0,0,1
0:02:59.48,342,192,0,0,0,0
0:02:59.61,364,183,0,1,0,0
0:02:59.75,379,176,0,1,0,0
0:02:59.88,392,171,0,1,0,0
0:03:00.02,411,163,0,1,0,0
0:03:00.12,422,158,0,1,0,0
0:03:00.26,433,152,0,1,0,0
0:03:00.40,458,139,0,1,0,0
0:03:00.53,468,137,0,1,0,0
0:03:00.66,479,133,0,1,0,0
0:03:00.80,494,126,0,1,0,0
0:03:00.93,493,125,0,1,0,0
0:03:01.07,489,126,0,1,0,0
0:03:01.21,485,127,0,1,0,0
0:03:01.35,484,127,0,1,0,0
0:03:01.49,482,127,0,1,0,0
0:03:01.63,483,128,0,1,0,0
0:03:01.76,485,127,0,1,0,0
0:03:01.89,486,126,0,1,0,0
0:03:02.03,486,125,0,1,0,0
0:03:02.16,482,124,0,1,0,0
0:03:02.38,480,128,0,1,0,0
0:03:02.52,481,128,0,1,0,0
0:03:02.64,480,128,0,1,0,0
0:03:02.77,480,128,0,1,0,0
0:03:02.92,481,127,0,1,0,0
0:03:03.06,481,127,0,1,0,0
0:03:03.20,482,127,0,1,0,0
0:03:03.33,482,128,0,1,0,0
0:03:03.45,482,128,0,1,0,0
0:03:03.60,482,128,0,1,0,0
0:03:03.72,482,128,0,1,0,0
0:03:03.84,482,129,0,1,0,0
0:03:03.98,483,129,0,1,0,0
0:03:04.11,483,128,0,1,0,0
0:03:04.23,483,127,0,1,0,0
0:03:04.35,484,127,0,1,0,0
0:03:04.49,488,125,0,1,0,0
0:03:04.61,493,123,0,1,0,0
0:03:04.74,494,123,0,1,0,0
0:03:04.88,495,123,0,1,0,0
0:03:05.02,499,124,0,1,0,0
0:03:05.14,502,121,0,1,0,0
0:03:05.29,504,121,0,1,0,0
0:03:05.42,503,121,0,1,0,0
0:03:05.55,503,121,0,1,0,0
0:03:05.69,504,121,0,1,0,0
0:03:05.82,503,121,0,1,0,0
0:03:05.95,504,121,0,1,0,0
0:03:06.10,509,118,0,1,0,0
0:03:06.24,510,116,0,1,0,0
0:03:06.38,512,118,0,1,0,0
